controller,unsafe_time,control_energy,position_error,motor_heat,max_abs_position,productivity,seed
PID,0.6977777777777778,0.9362407360009632,1.95808365221082,6.18527829289352,4.707412664952131,0.1428017551825417,1898
GSCX,0.1916666666666666,0.7537548812097283,0.757252087826252,4.93944791771656,2.059461689814796,0.2304266483563336,1898
PID,0.2566666666666666,0.8404994038869934,0.8312983946112513,5.533540130512608,1.983362363291112,0.2116822272353212,1899
GSCX,0.0108333333333333,0.4752015149696413,0.3553719444072247,3.208273390942686,1.4933965381399834,0.3427373110833288,1899
PID,0.2602777777777778,0.8428481265292979,0.8774961764669073,5.546656534517675,2.4090934807519644,0.2068155556095378,1900
GSCX,0.0063888888888888,0.44879993675066,0.3341413410864805,3.0154814488726545,1.2953895532255353,0.3588384213414,1900
PID,0.3272222222222222,0.8643277033687689,0.9510545963311008,5.710554797355689,2.540446328004164,0.1973991679286894,1901
GSCX,0.2644444444444444,0.8222585375762925,0.8792558783037074,5.428930648924226,2.4801914712776534,0.2083597708820813,1901
PID,0.4141666666666667,0.8779991770172859,1.1668519140386209,5.80364672165087,3.5034862958236355,0.1803589757248945,1902
GSCX,0.0,0.4284903981732204,0.3048581762990143,2.8865589573357444,1.1507579955855962,0.3736151113892152,1902
PID,0.5594444444444444,0.903067606683436,1.5267904741006308,5.963376315767081,4.000695638700955,0.1609642511667778,1903
GSCX,0.1516666666666666,0.6801544919629597,0.6629664046540781,4.420007452797149,2.520350990577372,0.2477428176338972,1903
PID,0.2933333333333333,0.8445535154803815,0.9135929408507812,5.584357458545132,2.481876904340816,0.2028115773327278,1904
GSCX,0.0,0.3802794691537939,0.2827108010864237,2.576388361523508,1.141594780884161,0.3966939616391551,1904
PID,0.2466666666666666,0.8508801181632956,0.8628364409685448,5.620705277041743,2.1382869992643943,0.2082238383168566,1905
GSCX,0.0,0.3552111497822842,0.2448465074889092,2.383042576360058,0.8677412208088061,0.4224096739926915,1905
PID,0.6233333333333333,0.9235353717928072,1.6374611734389029,6.095414835270189,4.411609477528632,0.1537770755024421,1906
GSCX,0.0063888888888888,0.3514216195457277,0.2536594267970551,2.366460393980817,1.303557087244926,0.4118205722822354,1906
