mode,survived,peak,minT,maxD,unsafe,energy,yield,ype,RECOVERY_frac
pid,False,1.3553060421802892,0.0,1.0,85.50199999998213,631.7396767427155,3.588739884188781,0.0056717478231541885,
gscx,True,0.6255938794279097,0.7800291271804521,1.0520770939215478,0.0,30.666255511956102,82.45160034160504,2.603768554525625,0.0
pid,False,1.4189601477325295,0.0,1.0,73.63400000000979,638.2866307693733,9.338766547691543,0.014608105501052722,
gscx,True,0.7044700086069802,0.7832436717162322,1.0901017430404814,0.0,52.23559917797653,79.06927370859938,1.485270663419342,0.0
pid,False,1.3936298341958362,0.0,1.0,83.87799999998592,654.6246018869399,4.872287815925208,0.007431520723753159,
gscx,True,0.6484920206424396,0.8394172786343596,1.065018711704361,0.0,40.30867814685762,73.43098584518262,1.7776164510548145,0.0
pid,False,1.118262133545,0.0,1.0,76.68800000000267,647.8246362694349,7.548686362813824,0.011634401563751827,
gscx,True,0.49730523091061374,0.7967702516753807,1.0589578039175793,0.0,30.73891891549766,75.01836008958003,2.3636079190129453,0.0
pid,False,1.4812317300130085,0.0,1.0,69.95800000001836,622.9240256056236,10.35175564926737,0.01659137206524343,
gscx,False,0.7561055476947544,0.896434810426935,1.0429149976426406,0.45400000000000035,31.49973870891866,91.94138893032581,2.8289885575324654,0.0
pid,False,1.6613710398412112,0.0,1.0,74.55400000000765,635.1633929630028,9.460784334305893,0.014871626438989554,
gscx,False,1.1964135554707174,0.7380150310904607,1.0918319920374147,1.354000000000001,60.20177824072815,76.08474368466909,1.2431786440158812,0.0
pid,False,1.2715663132075026,0.0,1.0,81.92599999999047,630.3729149058362,5.568969627359214,0.008820412621263264,
gscx,True,0.599019593363959,0.878986569448102,1.04201876790969,0.0,31.88205544693096,90.75882596060504,2.7601323800175024,0.0
