controller,seed,survival,peak_A,unsafe_time,control_energy,raw_control_energy,recovered_energy,recovery_fraction,phase_lock_score,fusion_yield,yield_per_energy,chaos_suppression_index
GSC_TX1_FIELD_MATRIX,14,1,0.954812280508636,0.0,33.564293821230095,33.59553728382995,0.031243462599857892,0.0009299884783794146,0.13873385864691426,7.5713324027130735,0.22557699091820238,33564293821.23009
GSC_TX1_FIELD_MATRIX,15,1,0.9604906914095392,0.0,33.19609281806556,33.23382893996846,0.03773612190290223,0.0011354731941941136,0.13891772927538673,7.73391802579597,0.23297675626916367,33196092818.065556
GSC_TX1_FIELD_MATRIX,16,1,0.958188133409216,0.0,33.30257420548235,33.33760831951774,0.035034114035483344,0.001050888644999812,0.13890046301877082,7.335964747751194,0.22028221308859805,33302574205.48235
GSC_TX1_FIELD_MATRIX,17,1,0.9585137419208507,0.0,33.265785456899394,33.30364699833857,0.037861541439278695,0.0011368587182067672,0.1387866589042525,7.520481383826389,0.22607256315484212,33265785456.89939
GSC_TX1_FIELD_MATRIX,18,1,0.9629836292037443,0.0,32.98457633568434,33.023834723959524,0.039258388275331735,0.0011887895092225651,0.1387787645097803,7.606161561662099,0.23059752182424675,32984576335.684338
GSC_TX1_FIELD_MATRIX,19,1,0.961829379103037,0.0,33.49684343240899,33.532236860529494,0.03539342812046371,0.0010555045363248496,0.13894000750640476,7.548887178361012,0.22536115062208892,33496843432.408985
GSC_TX1_FIELD_MATRIX,20,1,0.9650954696699529,0.0,32.8992228444537,32.94122391521969,0.04200107076596804,0.0012750306689511754,0.13881033437723228,7.051305880504535,0.21433046955633317,32899222844.4537
GSC_TX1_FIELD_MATRIX,21,1,0.9565906818928931,0.0,33.54638545319262,33.58086791997548,0.03448246678292958,0.00102684858723949,0.13877330140872088,7.934927601372234,0.23653599319090066,33546385453.19262
GSC_TX1_FIELD_MATRIX,22,1,0.9541890016217772,0.0,33.53761333168142,33.573231479756465,0.035618148075059065,0.001060909138147,0.13889763285184756,8.12133661796074,0.24215606928853034,33537613331.68142
GSC_TX1_FIELD_MATRIX,23,1,0.9659017811011454,0.0,33.64353977194955,33.67953794435493,0.035998172405476425,0.0010688440103864692,0.13885681116516588,8.112130124900817,0.2411199944966321,33643539771.949547
