controller,seed,survived,collapse_time,peak_A,min_temp,max_density,unsafe_time,control_energy,fusion_yield,yield_per_energy
PID,153,0,8.402000000000001,1.550714721070922,0.8251235493095563,1.0999703101865825,3.032999999999777,5.077172058255228,3.9022694015087884,0.7685911282827814
PID,154,0,8.692,1.5505947558289463,0.8262502723734421,1.1012684212661332,3.059999999999774,6.495070290738959,4.0725122794675475,0.6270158899815682
PID,155,0,8.592,1.5504059477204253,0.7770354508619958,1.1385013649185465,4.554999999999856,5.722066605929609,2.621885782588078,0.4582060927799913
PID,156,0,8.486,1.5502438510005483,0.8358042320591198,1.0930929188529148,3.039999999999776,5.274715160562489,4.1382991095748585,0.7845540437389232
PID,157,0,8.573,1.5500476952934066,0.7988970565366761,1.1227796741869434,3.8169999999996906,5.496955170634639,3.304712459522461,0.6011896325033579
PID,158,0,8.762,1.55079871110803,0.883696332989888,1.066579575200167,0.9350000000000007,4.838145047224297,5.682773115890012,1.1745768386947621
PID,159,0,8.512,1.550749451007693,0.7678158241104588,1.1445418244141783,5.0420000000000185,5.408503578625731,2.6556124146230755,0.49100687011227684
PID,160,0,8.42,1.5516069020129841,0.803958888405508,1.1152827839417445,3.512999999999724,5.51904618747531,3.4280013676956584,0.6211220654130233
PID,161,0,8.506,1.551511288106348,0.7270501042864399,1.172718956269732,7.452000000000823,5.977213585911569,1.6768959863157074,0.28054811191416046
PID,162,0,8.489,1.550533658377287,0.7786563371155066,1.1353759046594007,5.023000000000012,5.69007269789544,2.7399676754506115,0.4815347396145739
PID,163,0,8.465,1.5507524319670718,0.7426624402861212,1.1619336983435922,6.673000000000563,5.432882835263423,2.061684730585861,0.3794826416694506
PID,164,0,8.455,1.5503781765989313,0.8328213194497579,1.0957457584992354,3.09799999999977,5.028612179410087,4.032169599033002,0.8018454106962324
PID,165,0,8.486,1.5502265885996256,0.7924686665734214,1.1240136258174571,5.0690000000000275,5.719690516268235,3.1393432017613674,0.5488659206793483
PID,166,0,8.671,1.5507478848826355,0.8232555292037147,1.1041564874597711,3.4119999999997352,6.205476200862505,4.150773040940281,0.6688887211741256
PID,167,0,8.6,1.551728389089019,0.8173628013743833,1.1089093959662477,2.7299999999998104,5.484599113304162,3.5198230352025086,0.6417648695640489
PID,168,0,8.458,1.5500031081922274,0.7547249766256092,1.1517544954538474,5.0840000000000325,5.8209381847299895,2.171197257057319,0.37299782058844083
PID,169,0,8.461,1.550959969115348,0.7652021032570383,1.1449954340208572,5.5630000000001925,5.570840153389119,2.304656594724095,0.41370000410231056
PID,170,0,8.603,1.5509063082475059,0.7780953323661621,1.1391299985859644,5.455000000000156,5.465540913409486,2.536099297222187,0.4640161581328488
PID,171,0,8.453,1.550553181266495,0.7692019454625789,1.1434511431577,5.562000000000192,5.193863153921725,2.731246140300977,0.5258602429124144
PID,172,0,8.383000000000001,1.550163068638003,0.7937547217034078,1.123946598424753,4.5779999999998635,4.955760847447121,3.115010824218173,0.628563588816893
PID,173,0,18.337,1.5510994736519144,0.6022043593544234,1.2493427513332231,9.646000000000093,10.791462041631828,7.577770067553736,0.7022005023617416
PID,174,0,8.354000000000001,1.5509929486919674,0.746345688454742,1.1566981264891656,6.290000000000435,5.399947391149483,1.875533981940625,0.34732449146954686
PID,175,0,8.684000000000001,1.5506323548194023,0.7519489128055082,1.156691273751393,5.579000000000198,6.4910682866143805,2.295964094038316,0.3537112833059004
PID,176,0,8.525,1.5510378062337082,0.8441820987048255,1.086452293443384,2.071999999999883,5.665519774167622,4.19083860255888,0.7397094651275643
PID,177,0,8.873,1.5505037365041026,0.8827613372826159,1.066340520917127,1.1539999999999837,5.606971094415082,5.76843193193147,1.0287964453122325
PID,178,0,8.393,1.5503726713799224,0.8341497938846523,1.091288852315421,2.4269999999998437,5.62814786175713,3.873555269139093,0.6882468910902968
PID,179,0,8.66,1.5516811817343943,0.8584551325419264,1.0794196579466764,1.5159999999999438,5.668677048170289,4.719408381972362,0.8325414097568198
PID,180,0,8.417,1.5505713669248833,0.767691022526645,1.1432777789083306,5.506000000000173,5.291799081218742,2.7705444349016513,0.5235543511489517
PID,181,0,8.451,1.5505757316529625,0.7686749622406619,1.14303180725972,4.998000000000004,5.406114564263861,2.617099979849511,0.4840999849809464
PID,182,0,8.397,1.5502398649262874,0.7859959027201904,1.1309327953403971,4.090999999999701,4.773703162329891,2.77824553922392,0.5819895884112656
PID,183,0,8.633000000000001,1.5500558401358482,0.8657004241172284,1.0732995534050498,1.1849999999999803,5.541639543805679,4.99176873298856,0.9007747062270539
PID,184,0,8.899000000000001,1.5506578659960064,0.9136570585084199,1.0443835427615236,0.5610000000000004,5.436281053343934,6.623024077950294,1.218300527831996
PID,185,0,8.332,1.550407967862806,0.7778452598352211,1.1319936091775629,4.530999999999848,5.700949596169762,2.471587334876702,0.43353958717749796
PID,186,0,8.678,1.550666405001766,0.7456793822764527,1.1639255206728703,6.552000000000523,5.788929283418444,2.3625884798387715,0.4081218414945826
PID,187,0,8.66,1.5508197612405314,0.7720995330301935,1.1409419080536665,5.343000000000119,6.456345535358113,2.6147002353870517,0.40498145904098376
PID,188,0,8.675,1.5500631444401658,0.7809521651044699,1.1377892081107859,4.737999999999917,5.7393764696411065,3.146288841815905,0.5481934941731492
